description	biosample	sra	organism	host	date	location	   elevation	lat_lon
IRI_236_rbcL	SAMD00104882	DRS070297	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_237_rbcL	SAMD00104883	DRS070298	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_238_rbcL	SAMD00104884	DRS070299	rhizosphere metagenome	Rhododendron	2010-06	Iriomote	50	24.407 123.799
IRI_239_rbcL	SAMD00104885	DRS070300	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_172_ITS	SAMD00102203	DRS067618	rhizosphere metagenome	Freycinetia	2010-06	Iriomote	50	24.407 123.799
IRI_173_ITS	SAMD00102204	DRS067619	rhizosphere metagenome	Ardisia	2010-06	Iriomote	50	24.407 123.799
IRI_174_ITS	SAMD00102205	DRS067620	rhizosphere metagenome	Callicarpa	2010-06	Iriomote	50	24.407 123.799
IRI_175_ITS	SAMD00102206	DRS067621	rhizosphere metagenome	Freycinetia	2010-06	Iriomote	50	24.407 123.799
IRI_176_ITS	SAMD00102207	DRS067622	rhizosphere metagenome	Freycinetia	2010-06	Iriomote	50	24.407 123.799
IRI_177_ITS	SAMD00102208	DRS067623	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_178_ITS	SAMD00102209	DRS067624	rhizosphere metagenome	Callicarpa	2010-06	Iriomote	50	24.407 123.799
IRI_179_ITS	SAMD00102210	DRS067625	rhizosphere metagenome	Diospyros_1	2010-06	Iriomote	50	24.407 123.799
IRI_180_ITS	SAMD00102211	DRS067626	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_181_ITS	SAMD00102212	DRS067627	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_182_ITS	SAMD00102213	DRS067628	rhizosphere metagenome	Polypodiales_3	2010-06	Iriomote	50	24.407 123.799
IRI_183_ITS	SAMD00102214	DRS067629	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_184_ITS	SAMD00102215	DRS067630	rhizosphere metagenome	Diospyros_1	2010-06	Iriomote	50	24.407 123.799
IRI_185_ITS	SAMD00102216	DRS067631	rhizosphere metagenome	Oleaceae_2	2010-06	Iriomote	50	24.407 123.799
IRI_186_ITS	SAMD00102217	DRS067632	rhizosphere metagenome	Poaceae_6	2010-06	Iriomote	50	24.407 123.799
IRI_187_ITS	SAMD00102218	DRS067633	rhizosphere metagenome	Freycinetia	2010-06	Iriomote	50	24.407 123.799
IRI_188_ITS	SAMD00102219	DRS067634	rhizosphere metagenome	Ilex_1	2010-06	Iriomote	50	24.407 123.799
IRI_189_ITS	SAMD00102220	DRS067635	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_190_ITS	SAMD00102221	DRS067636	rhizosphere metagenome	Styrax	2010-06	Iriomote	50	24.407 123.799
IRI_191_ITS	SAMD00102222	DRS067637	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_192_ITS	SAMD00102223	DRS067638	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_193_ITS	SAMD00102224	DRS067639	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_194_ITS	SAMD00102225	DRS067640	rhizosphere metagenome	Ficus	2010-06	Iriomote	50	24.407 123.799
IRI_195_ITS	SAMD00102226	DRS067641	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_196_ITS	SAMD00102227	DRS067642	rhizosphere metagenome	Apocynaceae_2	2010-06	Iriomote	50	24.407 123.799
IRI_197_ITS	SAMD00102228	DRS067643	rhizosphere metagenome	Pinus	2010-06	Iriomote	50	24.407 123.799
IRI_198_ITS	SAMD00102229	DRS067644	rhizosphere metagenome	Pinus	2010-06	Iriomote	50	24.407 123.799
IRI_199_ITS	SAMD00102230	DRS067645	rhizosphere metagenome	Mussaenda	2010-06	Iriomote	50	24.407 123.799
IRI_200_ITS	SAMD00102231	DRS067646	rhizosphere metagenome	Ardisia	2010-06	Iriomote	50	24.407 123.799
IRI_201_ITS	SAMD00102232	DRS067647	rhizosphere metagenome	Symplocos_4	2010-06	Iriomote	50	24.407 123.799
IRI_202_ITS	SAMD00102233	DRS067648	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_203_ITS	SAMD00102234	DRS067649	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_204_ITS	SAMD00102235	DRS067650	rhizosphere metagenome	Psychotria	2010-06	Iriomote	50	24.407 123.799
IRI_171_rbcL	SAMD00104834	DRS070249	rhizosphere metagenome	Freycinetia	2010-06	Iriomote	50	24.407 123.799
IRI_172_rbcL	SAMD00104835	DRS070250	rhizosphere metagenome	Freycinetia	2010-06	Iriomote	50	24.407 123.799
IRI_173_rbcL	SAMD00104836	DRS070251	rhizosphere metagenome	Ardisia	2010-06	Iriomote	50	24.407 123.799
IRI_174_rbcL	SAMD00104837	DRS070252	rhizosphere metagenome	Callicarpa	2010-06	Iriomote	50	24.407 123.799
IRI_175_rbcL	SAMD00104838	DRS070253	rhizosphere metagenome	Freycinetia	2010-06	Iriomote	50	24.407 123.799
IRI_176_rbcL	SAMD00104839	DRS070254	rhizosphere metagenome	Freycinetia	2010-06	Iriomote	50	24.407 123.799
IRI_178_rbcL	SAMD00104840	DRS070255	rhizosphere metagenome	Callicarpa	2010-06	Iriomote	50	24.407 123.799
IRI_179_rbcL	SAMD00104841	DRS070256	rhizosphere metagenome	Diospyros_1	2010-06	Iriomote	50	24.407 123.799
IRI_181_rbcL	SAMD00104842	DRS070257	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_184_rbcL	SAMD00104843	DRS070258	rhizosphere metagenome	Diospyros_1	2010-06	Iriomote	50	24.407 123.799
IRI_185_rbcL	SAMD00104844	DRS070259	rhizosphere metagenome	Oleaceae_2	2010-06	Iriomote	50	24.407 123.799
IRI_186_rbcL	SAMD00104845	DRS070260	rhizosphere metagenome	Poaceae_6	2010-06	Iriomote	50	24.407 123.799
IRI_187_rbcL	SAMD00104846	DRS070261	rhizosphere metagenome	Freycinetia	2010-06	Iriomote	50	24.407 123.799
IRI_188_rbcL	SAMD00104847	DRS070262	rhizosphere metagenome	Ilex_1	2010-06	Iriomote	50	24.407 123.799
IRI_189_rbcL	SAMD00104848	DRS070263	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_190_rbcL	SAMD00104849	DRS070264	rhizosphere metagenome	Styrax	2010-06	Iriomote	50	24.407 123.799
IRI_191_rbcL	SAMD00104850	DRS070265	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_193_rbcL	SAMD00104851	DRS070266	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_194_rbcL	SAMD00104852	DRS070267	rhizosphere metagenome	Ficus	2010-06	Iriomote	50	24.407 123.799
IRI_196_rbcL	SAMD00104853	DRS070268	rhizosphere metagenome	Apocynaceae_2	2010-06	Iriomote	50	24.407 123.799
IRI_197_rbcL	SAMD00104854	DRS070269	rhizosphere metagenome	Pinus	2010-06	Iriomote	50	24.407 123.799
IRI_198_rbcL	SAMD00104855	DRS070270	rhizosphere metagenome	Pinus	2010-06	Iriomote	50	24.407 123.799
IRI_199_rbcL	SAMD00104856	DRS070271	rhizosphere metagenome	Mussaenda	2010-06	Iriomote	50	24.407 123.799
IRI_200_rbcL	SAMD00104857	DRS070272	rhizosphere metagenome	Ardisia	2010-06	Iriomote	50	24.407 123.799
IRI_201_rbcL	SAMD00104858	DRS070273	rhizosphere metagenome	Symplocos_4	2010-06	Iriomote	50	24.407 123.799
IRI_202_rbcL	SAMD00104859	DRS070274	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_204_rbcL	SAMD00104860	DRS070275	rhizosphere metagenome	Psychotria	2010-06	Iriomote	50	24.407 123.799
IRI_137_ITS	SAMD00102168	DRS067583	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_138_ITS	SAMD00102169	DRS067584	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_139_ITS	SAMD00102170	DRS067585	rhizosphere metagenome	Diospyros_1	2010-06	Iriomote	50	24.407 123.799
IRI_140_ITS	SAMD00102171	DRS067586	rhizosphere metagenome	Diospyros_1	2010-06	Iriomote	50	24.407 123.799
IRI_141_ITS	SAMD00102172	DRS067587	rhizosphere metagenome	Freycinetia	2010-06	Iriomote	50	24.407 123.799
IRI_142_ITS	SAMD00102173	DRS067588	rhizosphere metagenome	Distylium	2010-06	Iriomote	50	24.407 123.799
IRI_143_ITS	SAMD00102174	DRS067589	rhizosphere metagenome	Ilex_1	2010-06	Iriomote	50	24.407 123.799
IRI_144_ITS	SAMD00102175	DRS067590	rhizosphere metagenome	Distylium	2010-06	Iriomote	50	24.407 123.799
IRI_145_ITS	SAMD00102176	DRS067591	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_146_ITS	SAMD00102177	DRS067592	rhizosphere metagenome	Distylium	2010-06	Iriomote	50	24.407 123.799
IRI_147_ITS	SAMD00102178	DRS067593	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_148_ITS	SAMD00102179	DRS067594	rhizosphere metagenome	Callicarpa	2010-06	Iriomote	50	24.407 123.799
IRI_149_ITS	SAMD00102180	DRS067595	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_150_ITS	SAMD00102181	DRS067596	rhizosphere metagenome	Callicarpa	2010-06	Iriomote	50	24.407 123.799
IRI_151_ITS	SAMD00102182	DRS067597	rhizosphere metagenome	Callicarpa	2010-06	Iriomote	50	24.407 123.799
IRI_152_ITS	SAMD00102183	DRS067598	rhizosphere metagenome	Smilax_1	2010-06	Iriomote	50	24.407 123.799
IRI_153_ITS	SAMD00102184	DRS067599	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_154_ITS	SAMD00102185	DRS067600	rhizosphere metagenome	Zanthoxylum_2	2010-06	Iriomote	50	24.407 123.799
IRI_155_ITS	SAMD00102186	DRS067601	rhizosphere metagenome	Polypodiales_3	2010-06	Iriomote	50	24.407 123.799
IRI_156_ITS	SAMD00102187	DRS067602	rhizosphere metagenome	Polypodiales_2	2010-06	Iriomote	50	24.407 123.799
IRI_157_ITS	SAMD00102188	DRS067603	rhizosphere metagenome	Polypodiales_3	2010-06	Iriomote	50	24.407 123.799
IRI_158_ITS	SAMD00102189	DRS067604	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_159_ITS	SAMD00102190	DRS067605	rhizosphere metagenome	Bridelia	2010-06	Iriomote	50	24.407 123.799
IRI_160_ITS	SAMD00102191	DRS067606	rhizosphere metagenome	Staphyleaceae	2010-06	Iriomote	50	24.407 123.799
IRI_161_ITS	SAMD00102192	DRS067607	rhizosphere metagenome	Bridelia	2010-06	Iriomote	50	24.407 123.799
IRI_162_ITS	SAMD00102193	DRS067608	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_163_ITS	SAMD00102194	DRS067609	rhizosphere metagenome	Poaceae_6	2010-06	Iriomote	50	24.407 123.799
IRI_164_ITS	SAMD00102195	DRS067610	rhizosphere metagenome	Poaceae_6	2010-06	Iriomote	50	24.407 123.799
IRI_165_ITS	SAMD00102196	DRS067611	rhizosphere metagenome	Smilax_1	2010-06	Iriomote	50	24.407 123.799
IRI_166_ITS	SAMD00102197	DRS067612	rhizosphere metagenome	Sapotaceae	2010-06	Iriomote	50	24.407 123.799
IRI_167_ITS	SAMD00102198	DRS067613	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_168_ITS	SAMD00102199	DRS067614	rhizosphere metagenome	Liriope	2010-06	Iriomote	50	24.407 123.799
IRI_169_ITS	SAMD00102200	DRS067615	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_170_ITS	SAMD00102201	DRS067616	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_171_ITS	SAMD00102202	DRS067617	rhizosphere metagenome	Freycinetia	2010-06	Iriomote	50	24.407 123.799
IRI_136_rbcL	SAMD00104809	DRS070224	rhizosphere metagenome	Castanopsis	2010-06	Iriomote	50	24.407 123.799
IRI_137_rbcL	SAMD00104810	DRS070225	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_138_rbcL	SAMD00104811	DRS070226	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_139_rbcL	SAMD00104812	DRS070227	rhizosphere metagenome	Diospyros_1	2010-06	Iriomote	50	24.407 123.799
IRI_140_rbcL	SAMD00104813	DRS070228	rhizosphere metagenome	Diospyros_1	2010-06	Iriomote	50	24.407 123.799
IRI_141_rbcL	SAMD00104814	DRS070229	rhizosphere metagenome	Freycinetia	2010-06	Iriomote	50	24.407 123.799
IRI_142_rbcL	SAMD00104815	DRS070230	rhizosphere metagenome	Distylium	2010-06	Iriomote	50	24.407 123.799
IRI_143_rbcL	SAMD00104816	DRS070231	rhizosphere metagenome	Ilex_1	2010-06	Iriomote	50	24.407 123.799
IRI_144_rbcL	SAMD00104817	DRS070232	rhizosphere metagenome	Distylium	2010-06	Iriomote	50	24.407 123.799
IRI_145_rbcL	SAMD00104818	DRS070233	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_146_rbcL	SAMD00104819	DRS070234	rhizosphere metagenome	Distylium	2010-06	Iriomote	50	24.407 123.799
IRI_148_rbcL	SAMD00104820	DRS070235	rhizosphere metagenome	Callicarpa	2010-06	Iriomote	50	24.407 123.799
IRI_149_rbcL	SAMD00104821	DRS070236	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_150_rbcL	SAMD00104822	DRS070237	rhizosphere metagenome	Callicarpa	2010-06	Iriomote	50	24.407 123.799
IRI_151_rbcL	SAMD00104823	DRS070238	rhizosphere metagenome	Callicarpa	2010-06	Iriomote	50	24.407 123.799
IRI_152_rbcL	SAMD00104824	DRS070239	rhizosphere metagenome	Smilax_1	2010-06	Iriomote	50	24.407 123.799
IRI_154_rbcL	SAMD00104825	DRS070240	rhizosphere metagenome	Zanthoxylum_2	2010-06	Iriomote	50	24.407 123.799
IRI_159_rbcL	SAMD00104826	DRS070241	rhizosphere metagenome	Bridelia	2010-06	Iriomote	50	24.407 123.799
IRI_160_rbcL	SAMD00104827	DRS070242	rhizosphere metagenome	Staphyleaceae	2010-06	Iriomote	50	24.407 123.799
IRI_161_rbcL	SAMD00104828	DRS070243	rhizosphere metagenome	Bridelia	2010-06	Iriomote	50	24.407 123.799
IRI_163_rbcL	SAMD00104829	DRS070244	rhizosphere metagenome	Poaceae_6	2010-06	Iriomote	50	24.407 123.799
IRI_164_rbcL	SAMD00104830	DRS070245	rhizosphere metagenome	Poaceae_6	2010-06	Iriomote	50	24.407 123.799
IRI_165_rbcL	SAMD00104831	DRS070246	rhizosphere metagenome	Smilax_1	2010-06	Iriomote	50	24.407 123.799
IRI_166_rbcL	SAMD00104832	DRS070247	rhizosphere metagenome	Sapotaceae	2010-06	Iriomote	50	24.407 123.799
IRI_168_rbcL	SAMD00104833	DRS070248	rhizosphere metagenome	Liriope	2010-06	Iriomote	50	24.407 123.799
IRI_105_ITS	SAMD00102136	DRS067551	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_106_ITS	SAMD00102137	DRS067552	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_107_ITS	SAMD00102138	DRS067553	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_108_ITS	SAMD00102139	DRS067554	rhizosphere metagenome	Mussaenda	2010-06	Iriomote	50	24.407 123.799
IRI_109_ITS	SAMD00102140	DRS067555	rhizosphere metagenome	Ardisia	2010-06	Iriomote	50	24.407 123.799
IRI_110_ITS	SAMD00102141	DRS067556	rhizosphere metagenome	Castanopsis	2010-06	Iriomote	50	24.407 123.799
IRI_111_ITS	SAMD00102142	DRS067557	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_112_ITS	SAMD00102143	DRS067558	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_113_ITS	SAMD00102144	DRS067559	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_114_ITS	SAMD00102145	DRS067560	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_115_ITS	SAMD00102146	DRS067561	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_116_ITS	SAMD00102147	DRS067562	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_117_ITS	SAMD00102148	DRS067563	rhizosphere metagenome	Ilex_2	2010-06	Iriomote	50	24.407 123.799
IRI_118_ITS	SAMD00102149	DRS067564	rhizosphere metagenome	Rubiaceae_1	2010-06	Iriomote	50	24.407 123.799
IRI_119_ITS	SAMD00102150	DRS067565	rhizosphere metagenome	Ilex_2	2010-06	Iriomote	50	24.407 123.799
IRI_120_ITS	SAMD00102151	DRS067566	rhizosphere metagenome	Symplocos_4	2010-06	Iriomote	50	24.407 123.799
IRI_121_ITS	SAMD00102152	DRS067567	rhizosphere metagenome	Symplocos_4	2010-06	Iriomote	50	24.407 123.799
IRI_122_ITS	SAMD00102153	DRS067568	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_123_ITS	SAMD00102154	DRS067569	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_124_ITS	SAMD00102155	DRS067570	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_125_ITS	SAMD00102156	DRS067571	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_126_ITS	SAMD00102157	DRS067572	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_127_ITS	SAMD00102158	DRS067573	rhizosphere metagenome	Rubiaceae_1	2010-06	Iriomote	50	24.407 123.799
IRI_128_ITS	SAMD00102159	DRS067574	rhizosphere metagenome	Symplocos_4	2010-06	Iriomote	50	24.407 123.799
IRI_129_ITS	SAMD00102160	DRS067575	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_130_ITS	SAMD00102161	DRS067576	rhizosphere metagenome	Mallotus	2010-06	Iriomote	50	24.407 123.799
IRI_131_ITS	SAMD00102162	DRS067577	rhizosphere metagenome	Mussaenda	2010-06	Iriomote	50	24.407 123.799
IRI_132_ITS	SAMD00102163	DRS067578	rhizosphere metagenome	Ilex_1	2010-06	Iriomote	50	24.407 123.799
IRI_133_ITS	SAMD00102164	DRS067579	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_134_ITS	SAMD00102165	DRS067580	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_135_ITS	SAMD00102166	DRS067581	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_136_ITS	SAMD00102167	DRS067582	rhizosphere metagenome	Castanopsis	2010-06	Iriomote	50	24.407 123.799
IRI_104_rbcL	SAMD00104781	DRS070196	rhizosphere metagenome	Drypetes	2010-06	Iriomote	50	24.407 123.799
IRI_105_rbcL	SAMD00104782	DRS070197	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_108_rbcL	SAMD00104783	DRS070198	rhizosphere metagenome	Mussaenda	2010-06	Iriomote	50	24.407 123.799
IRI_109_rbcL	SAMD00104784	DRS070199	rhizosphere metagenome	Ardisia	2010-06	Iriomote	50	24.407 123.799
IRI_110_rbcL	SAMD00104785	DRS070200	rhizosphere metagenome	Castanopsis	2010-06	Iriomote	50	24.407 123.799
IRI_111_rbcL	SAMD00104786	DRS070201	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_112_rbcL	SAMD00104787	DRS070202	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_114_rbcL	SAMD00104788	DRS070203	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_115_rbcL	SAMD00104789	DRS070204	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_116_rbcL	SAMD00104790	DRS070205	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_117_rbcL	SAMD00104791	DRS070206	rhizosphere metagenome	Ilex_2	2010-06	Iriomote	50	24.407 123.799
IRI_118_rbcL	SAMD00104792	DRS070207	rhizosphere metagenome	Rubiaceae_1	2010-06	Iriomote	50	24.407 123.799
IRI_119_rbcL	SAMD00104793	DRS070208	rhizosphere metagenome	Ilex_2	2010-06	Iriomote	50	24.407 123.799
IRI_120_rbcL	SAMD00104794	DRS070209	rhizosphere metagenome	Symplocos_4	2010-06	Iriomote	50	24.407 123.799
IRI_121_rbcL	SAMD00104795	DRS070210	rhizosphere metagenome	Symplocos_4	2010-06	Iriomote	50	24.407 123.799
IRI_122_rbcL	SAMD00104796	DRS070211	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_123_rbcL	SAMD00104797	DRS070212	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_124_rbcL	SAMD00104798	DRS070213	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_125_rbcL	SAMD00104799	DRS070214	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_126_rbcL	SAMD00104800	DRS070215	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_127_rbcL	SAMD00104801	DRS070216	rhizosphere metagenome	Rubiaceae_1	2010-06	Iriomote	50	24.407 123.799
IRI_128_rbcL	SAMD00104802	DRS070217	rhizosphere metagenome	Symplocos_4	2010-06	Iriomote	50	24.407 123.799
IRI_129_rbcL	SAMD00104803	DRS070218	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_130_rbcL	SAMD00104804	DRS070219	rhizosphere metagenome	Mallotus	2010-06	Iriomote	50	24.407 123.799
IRI_131_rbcL	SAMD00104805	DRS070220	rhizosphere metagenome	Mussaenda	2010-06	Iriomote	50	24.407 123.799
IRI_132_rbcL	SAMD00104806	DRS070221	rhizosphere metagenome	Ilex_1	2010-06	Iriomote	50	24.407 123.799
IRI_133_rbcL	SAMD00104807	DRS070222	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_134_rbcL	SAMD00104808	DRS070223	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_071_ITS	SAMD00102104	DRS067519	rhizosphere metagenome	Ilex_3	2010-06	Iriomote	50	24.407 123.799
IRI_072_ITS	SAMD00102105	DRS067520	rhizosphere metagenome	Mussaenda	2010-06	Iriomote	50	24.407 123.799
IRI_073_ITS	SAMD00102106	DRS067521	rhizosphere metagenome	Distylium	2010-06	Iriomote	50	24.407 123.799
IRI_074_ITS	SAMD00102107	DRS067522	rhizosphere metagenome	Psychotria	2010-06	Iriomote	50	24.407 123.799
IRI_075_ITS	SAMD00102108	DRS067523	rhizosphere metagenome	Ficus	2010-06	Iriomote	50	24.407 123.799
IRI_076_ITS	SAMD00102109	DRS067524	rhizosphere metagenome	Ficus	2010-06	Iriomote	50	24.407 123.799
IRI_077_ITS	SAMD00102110	DRS067525	rhizosphere metagenome	Ficus	2010-06	Iriomote	50	24.407 123.799
IRI_078_ITS	SAMD00102111	DRS067526	rhizosphere metagenome	Ilex_3	2010-06	Iriomote	50	24.407 123.799
IRI_079_ITS	SAMD00102112	DRS067527	rhizosphere metagenome	Ilex_3	2010-06	Iriomote	50	24.407 123.799
IRI_080_ITS	SAMD00102113	DRS067528	rhizosphere metagenome	Ilex_3	2010-06	Iriomote	50	24.407 123.799
IRI_081_ITS	SAMD00102114	DRS067529	rhizosphere metagenome	Smilax_1	2010-06	Iriomote	50	24.407 123.799
IRI_082_ITS	SAMD00102115	DRS067530	rhizosphere metagenome	Ilex_2	2010-06	Iriomote	50	24.407 123.799
IRI_083_ITS	SAMD00102116	DRS067531	rhizosphere metagenome	Elaeocarpus_2	2010-06	Iriomote	50	24.407 123.799
IRI_084_ITS	SAMD00102117	DRS067532	rhizosphere metagenome	Rosaceae_3	2010-06	Iriomote	50	24.407 123.799
IRI_085_ITS	SAMD00102118	DRS067533	rhizosphere metagenome	Ilex_2	2010-06	Iriomote	50	24.407 123.799
IRI_086_ITS	SAMD00102119	DRS067534	rhizosphere metagenome	Distylium	2010-06	Iriomote	50	24.407 123.799
IRI_087_ITS	SAMD00102120	DRS067535	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_088_ITS	SAMD00102121	DRS067536	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_089_ITS	SAMD00102122	DRS067537	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_090_ITS	SAMD00102123	DRS067538	rhizosphere metagenome	Schisandraceae	2010-06	Iriomote	50	24.407 123.799
IRI_091_ITS	SAMD00102124	DRS067539	rhizosphere metagenome	Poaceae_6	2010-06	Iriomote	50	24.407 123.799
IRI_092_ITS	SAMD00102125	DRS067540	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_094_ITS	SAMD00102126	DRS067541	rhizosphere metagenome	Machilus	2010-06	Iriomote	50	24.407 123.799
IRI_095_ITS	SAMD00102127	DRS067542	rhizosphere metagenome	Toxicodendron_1	2010-06	Iriomote	50	24.407 123.799
IRI_096_ITS	SAMD00102128	DRS067543	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_097_ITS	SAMD00102129	DRS067544	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_098_ITS	SAMD00102130	DRS067545	rhizosphere metagenome	Machilus	2010-06	Iriomote	50	24.407 123.799
IRI_099_ITS	SAMD00102131	DRS067546	rhizosphere metagenome	missing	2010-06	Iriomote	50	24.407 123.799
IRI_100_ITS	SAMD00102132	DRS067547	rhizosphere metagenome	Lasianthus	2010-06	Iriomote	50	24.407 123.799
